(-116.67,0.00)
(-100.00,28.87)
(-83.33,0.00)
(-50.00,0.00)
(-33.33,28.87)
(-50.00,57.74)
(-16.67,57.74)
(0.00,86.60)
(16.67,57.74)
(50.00,57.74)
(33.33,28.87)
(50.00,0.00)
(83.33,0.00)
(100.00,28.87)
(116.67,0.00)
(150.00,0.00)
(133.33,-28.87)
(150.00,-57.74)
(116.67,-57.74)
(100.00,-86.60)
(116.67,-115.47)
(150.00,-115.47)
(133.33,-144.34)
(150.00,-173.21)
(116.67,-173.21)
(100.00,-202.07)
(83.33,-173.21)
(50.00,-173.21)
(33.33,-202.07)
(50.00,-230.94)
(16.67,-230.94)
(0.00,-259.81)
(-16.67,-230.94)
(-50.00,-230.94)
(-33.33,-202.07)
(-50.00,-173.21)
(-83.33,-173.21)
(-100.00,-202.07)
(-116.67,-173.21)
(-150.00,-173.21)
(-133.33,-144.34)
(-150.00,-115.47)
(-116.67,-115.47)
(-100.00,-86.60)
(-116.67,-57.74)
(-150.00,-57.74)
(-133.33,-28.87)
(-150.00,-0.00)
